club,Day,series,Fleet,sailNumber,boatName,firstName,lastName,Races,totalPoints,scoringPoints
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,"[{},{}]",Agimba,Davie,Kmiec,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,"[{},{},{}]",Zoomcast,Eada,Mendonca,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,"[{},{},{},{},{}]",Tagchat,Ira,Grieveson,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,"[{},{},{},{},{}]",Dynazzy,Oralia,Vicioso,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,[{}],Skiba,Sansone,Scolland,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,"[{},{},{},{}]",Voonder,Serge,McEllen,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,"[{},{},{},{}]",Jamia,Aylmer,Huyge,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,"[{},{},{},{},{}]",Devify,Bondon,Alywen,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,[{}],Geba,Reagen,Weaben,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,"[{},{},{},{},{}]",Centimia,Beck,Drayton,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,"[{},{},{}]",Skinix,Jameson,Bransgrove,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,"[{},{},{}]",Innojam,Pearla,Manolov,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1,error: Could not access blank value: Use || to provide a default value for blank fields.  Example: (my_field || 0) + 1
